Job Titles_En,Turkce_Meslek
Human Resources Recruiter,İnsan Kaynakları İşe Alım Uzmanı
Human Resources Representative,İnsan Kaynakları Temsilcisi
Human Resources Shared Services Center Executive,İnsan Kaynakları Paylaşılan Hizmetler Merkezi Yöneticisi
Human Resources Specialist,İnsan Kaynakları Uzmanı
Human Resources Staffing,
Human Services Coordinator,İnsan Hizmetleri Koordinatörü
Human Systems Engineering Engineer,İnsan Sistemleri Mühendisi
Hvac Engineer,"Isıtma, Havalandırma ve Klima Mühendisi"
Hvac Project Manager,"Isıtma, Havalandırma ve Klima Proje Müdürü"
Hydraulic Engineer,Hidrolik Mühendisi
Hydraulic Mechanic,Hidrolik Makinecisi
Hydraulic Technician,Hidrolik Teknisyeni
Hydrogeologist,Hidrojeolog
Hydrologist,Hidrolog
Hygiene Technician,Hijyen Teknisyeni
Hygienist,Hijyen Uzmanı
Hypnotherapist,Hipnoterapist
Hypnotist,Hipnotist
IBD Analyst,
IBD Associate,
IBD Intern,
IBM Consultant,IBM Danışmanı
IBM Project Manager,IBM Proje Müdürü
ICT Manager,BİT (Bilgi ve İletişim Teknolojileri) Müdürü
IELTS Instructor,IELTS Eğitmeni
IELTS Trainer,IELTS Eğitmeni
IP Engineering Manager,IP Mühendisliği Müdürü
IRS Agent,
IS Analyst,Bilgi Sistemleri Analisti
IS Manager,Bilgi Sistemleri Müdürü
IT Analyst,BT Analisti
IT Consultant,BT Danışmanı
IT Helper,BT Destek Görevlisi
IT Manager,BT Müdürü
IT Project Manager,BT Proje Müdürü
IT Specialist,BT Uzmanı
IT Support Specialist,BT Destek Uzmanı
IT Support Technician,BT Destek Teknisyeni
IT Technician,BT Teknisyeni
Ict Procurement Specialist,BİT Tedarik Uzmanı
Identity Access Management Architect,Kimlik Erişim Yönetimi Mimarı
Identity And Access Management Consultant,Kimlik ve Erişim Yönetimi Danışmanı
Identity And Access Management Engineer,Kimlik ve Erişim Yönetimi Mühendisi
Identity And Access Management Specialist,Kimlik ve Erişim Yönetimi Uzmanı
Identity And Access Manager,Kimlik ve Erişim Yöneticisi
Identity Engineer,Kimlik Mühendisi
Identity Management Consultant,Kimlik Yönetimi Danışmanı
Illustrator,İllüstratör
Image Specialist,Görüntü Uzmanı
Imagery Analyst,Görüntü Analisti
Imaging Specialist,Görüntüleme Uzmanı
Immigration Consultant,Göç Danışmanı
Immigration Services Officer,Göç Hizmetleri Görevlisi
Immigration Specialist,Göç Uzmanı
Implementation Consultant,Uygulama Danışmanı
Implementation Engineer,Uygulama Mühendisi
Implementation Executive,Uygulama Yöneticisi
Implementation Lead,Uygulama Lideri
Implementation Manager,Uygulama Yöneticisi
Implementation Project Manager,Uygulama Proje Yöneticisi
Implementation Specialist,Uygulama Uzmanı
Implementator,Uygulayıcı
Implementor,Uygulayıcı
Import Executive,İthalat Yöneticisi
Import Manager,İthalat Müdürü
Import Specialist,İthalat Uzmanı
Improvement Engineer,İyileştirme Mühendisi
Improvement Lead,İyileştirme Lideri
Improvement Specialist,İyileştirme Uzmanı
In House Lawyer,Dahili Avukat
Inbound Customer Service Representative,Gelen Müşteri Hizmetleri Temsilcisi
Inbound Executive,Gelen İş Yöneticisi
Inbound Sales Consultant,Gelen Satış Danışmanı
Inbound Sales Role,Gelen Satış Temsilcisi
Incharge,Sorumlu
Incident Management,Olay Yönetimi
Incident Manager,Olay Yöneticisi
Incident Responder,Olay Müdahale Görevlisi
Incident Response Consultant,Olay Müdahale Danışmanı
Inclusion Assistant,Kapsayıcılık Asistanı
Income Auditor,Gelir Denetçisi
Independent Contractor,Bağımsız Taşeron
Independent Jeweler,Bağımsız Mücevherci
Independent Owner,Bağımsız Sahip
Indoor Sales Coordinator,İç Satış Koordinatörü
Indoor Sales Executive,İç Satış Yöneticisi
Industrial Accountant,Endüstriyel Muhasebeci
Industrial Designer,Endüstriyel Tasarımcı
Industrial Engineer,Endüstri Mühendisi
Industrial Engineering Manager,Endüstri Mühendisliği Müdürü
Industrial Hygienist,Endüstriyel Hijyenist
Industrial Nurse,Endüstriyel Hemşire
Industrial Relations Manager,Endüstriyel İlişkiler Müdürü
Industrial Relations Role,
Industrial Relations Specialist,Endüstriyel İlişkiler Uzmanı
Infantry Team Leader,Piyade Takım Komutanı
Infection Control Executive,Enfeksiyon Kontrol Yöneticisi
Infection Control Nurse,Enfeksiyon Kontrol Hemşiresi
Infectious Disease Nurse Practitioner,Enfeksiyon Hastalıkları Hemşiresi
Informatica Consultant,Informatica Danışmanı
Information Communication Analyst,Bilgi İletişim Analisti
Information Communication Technology Administrator,Bilgi İletişim Teknolojileri Yöneticisi
Information Communication Technology Assistant,Bilgi İletişim Teknolojileri Asistanı
Information Communication Technology Coordinator,Bilgi İletişim Teknolojileri Koordinatörü
Information Communication Technology Engineer,Bilgi İletişim Teknolojileri Mühendisi
Information Communication Technology Manager,Bilgi İletişim Teknolojileri Müdürü
Information Communication Technology Project Manager,Bilgi İletişim Teknolojileri Proje Müdürü
Information Communication Technology Services Manager,Bilgi İletişim Teknolojileri Hizmetleri Müdürü
Information Communication Technology Specialist,Bilgi İletişim Teknolojileri Uzmanı
Information Communication Technology Teacher,Bilgi İletişim Teknolojileri Öğretmeni
Information Communication Technology Technician,Bilgi İletişim Teknolojileri Teknisyeni
Information Management Analyst,Bilgi Yönetimi Analisti
Information Management Specialist,Bilgi Yönetimi Uzmanı
Information Security Analyst,Bilgi Güvenliği Analisti
Information Security Consultant,Bilgi Güvenliği Danışmanı
Information Security Engineer,Bilgi Güvenliği Mühendisi
Information Security Manager,Bilgi Güvenliği Müdürü
Information Security Officer,Bilgi Güvenliği Görevlisi
Information Security Specialist,Bilgi Güvenliği Uzmanı
Information Specialist,Bilgi Uzmanı
Information System Analyst,Bilgi Sistemleri Analisti
Information System Executive,Bilgi Sistemleri Yöneticisi
Information System Manager,Bilgi Sistemleri Müdürü
Information Systems Engineer,Bilgi Sistemleri Mühendisi
Information Technology,Bilgi Teknolojileri
Information Technology Account Manager,Bilgi Teknolojileri Hesap Müdürü
Information Technology Administrator,Bilgi Teknolojileri Yöneticisi
Information Technology Adviser,Bilgi Teknolojileri Danışmanı
Information Technology Analyst,Bilgi Teknolojileri Analisti
Information Technology Architect,Bilgi Teknolojileri Mimarı
Information Technology Assistant,Bilgi Teknolojileri Asistanı
Information Technology Audit Manager,Bilgi Teknolojileri Denetim Müdürü
Information Technology Auditor,Bilgi Teknolojileri Denetçisi
Information Technology Business Analyst,Bilgi Teknolojileri İş Analisti
Information Technology Business Consultant,Bilgi Teknolojileri İş Danışmanı
Information Technology Change Manager,Bilgi Teknolojileri Değişim Müdürü
Information Technology Clerk,Bilgi Teknolojileri Memuru
Information Technology Consultant,Bilgi Teknolojileri Danışmanı
Information Technology Coordinator,Bilgi Teknolojileri Koordinatörü
Information Technology Desktop Support Engineer,Bilgi Teknolojileri Masaüstü Destek Mühendisi
Information Technology Developer,Bilgi Teknolojileri Geliştiricisi
Information Technology Director,Bilgi Teknolojileri Direktörü
Information Technology Engineer,Bilgi Teknolojileri Mühendisi
Information Technology Executive,Bilgi Teknolojileri Yöneticisi
Information Technology Field Service Engineer,Bilgi Teknolojileri Saha Hizmetleri Mühendisi
Information Technology Field Technician,Bilgi Teknolojileri Saha Teknisyen
Information Technology Governance Manager,Bilgi Teknolojileri Yönetişim Yöneticisi
Information Technology Helpdesk,Bilgi Teknolojileri Destek Masası
Information Technology Helpdesk Analyst,Bilgi Teknolojileri Destek Masası Analisti
Information Technology Helpdesk Specialist,Bilgi Teknolojileri Destek Masası Uzmanı
Information Technology Helpdesk Support,Bilgi Teknolojileri Destek Masası Destek Personeli
Information Technology Infrastructure Engineer,Bilgi Teknolojileri Altyapı Mühendisi
Information Technology Infrastructure Executive,Bilgi Teknolojileri Altyapı Yöneticisi
Information Technology Infrastructure Manager,Bilgi Teknolojileri Altyapı Yöneticisi
Information Technology Infrastructure Specialist,Bilgi Teknolojileri Altyapı Uzmanı
Information Technology Lead,Bilgi Teknolojileri Lideri
Information Technology Manager,Bilgi Teknolojileri Yöneticisi
Information Technology Network Administrator,Bilgi Teknolojileri Ağ Yöneticisi
Information Technology Network Engineer,Bilgi Teknolojileri Ağ Mühendisi
Information Technology Network Support,Bilgi Teknolojileri Ağ Desteği
Information Technology Officer,Bilgi Teknolojileri Görevlisi
Information Technology Operations Analyst,Bilgi Teknolojileri Operasyon Analisti
Information Technology Operations Manager,Bilgi Teknolojileri Operasyon Yöneticisi
Information Technology Operations Officer,Bilgi Teknolojileri Operasyon Görevlisi
Information Technology Professional,Bilgi Teknolojileri Profesyoneli
Information Technology Programmer,Bilgi Teknolojileri Programcısı
Information Technology Project Assistant,Bilgi Teknolojileri Proje Asistanı
Information Technology Project Coordinator,Bilgi Teknolojileri Proje Koordinatörü
Information Technology Project Manager,Bilgi Teknolojileri Proje Yöneticisi
Information Technology Recruitment Consultant,Bilgi Teknolojileri İdari Danışmanı
Information Technology Sales Executive,Bilgi Teknolojileri Satış Yöneticisi
Information Technology Security Analyst,Bilgi Teknolojileri Güvenlik Analisti
Information Technology Security Consultant,Bilgi Teknolojileri Güvenlik Danışmanı
Information Technology Security Engineer,Bilgi Teknolojileri Güvenlik Mühendisi
Information Technology Security Lead,Bilgi Teknolojileri Güvenlik Lideri
Information Technology Security Manager,Bilgi Teknolojileri Güvenlik Yöneticisi
Information Technology Security Officer,Bilgi Teknolojileri Güvenlik Görevlisi
Information Technology Service Delivery Manager,Bilgi Teknolojileri Hizmet Teslim Yöneticisi
Information Technology Service Desk Analyst,Bilgi Teknolojileri Hizmet Masası Analisti
Information Technology Service Engineer,Bilgi Teknolojileri Hizmet Mühendisi
Information Technology Solution Specialist,Bilgi Teknolojileri Çözüm Uzmanı
Information Technology Specialist,Bilgi Teknolojileri Uzmanı
Information Technology Staff,Bilgi Teknolojileri Personeli
Information Technology Supervisor,Bilgi Teknolojileri Denetçisi
Information Technology Support,Bilgi Teknolojileri Desteği
Information Technology Support Analyst,Bilgi Teknolojileri Destek Analisti
Information Technology Support Assistant,Bilgi Teknolojileri Destek Asistanı
Information Technology Support Engineer,Bilgi Teknolojileri Destek Mühendisi
Information Technology Support Executive,Bilgi Teknolojileri Destek Yöneticisi
Information Technology Support Officer,Bilgi Teknolojileri Destek Görevlisi
Information Technology Support Specialist,Bilgi Teknolojileri Destek Uzmanı
Information Technology Support Technician,Bilgi Teknolojileri Destek Teknisyeni
Information Technology Systems Administrator,Bilgi Teknolojileri Sistem Yöneticisi
Information Technology Systems Analyst,Bilgi Teknolojileri Sistem Analisti
Information Technology Systems Engineer,Bilgi Teknolojileri Sistem Mühendisi
Information Technology Systems Support,Bilgi Teknolojileri Sistem Desteği
Information Technology Teacher,Bilgi Teknolojileri Öğretmeni
Information Technology Team Leader,Bilgi Teknolojileri Ekip Lideri
Information Technology Technical Specialist,Bilgi Teknolojileri Teknik Uzmanı
Information Technology Technical Support,Bilgi Teknolojileri Teknik Destek
Information Technology Technical Support Engineer,Bilgi Teknolojileri Teknik Destek Mühendisi
Information Technology Technician,Bilgi Teknolojileri Teknisyeni
Information Technology Technician_2,Bilgi Teknolojileri Teknisyeni
Information Technology Trainer,Bilgi Teknolojileri Eğitmeni
Infrastructure Analyst,Altyapı Analisti
Infrastructure Architect,Altyapı Mimarı
Infrastructure Consultant,Altyapı Danışmanı
Infrastructure Delivery Manager,Altyapı Teslimat Yöneticisi
Infrastructure Design Engineer,Altyapı Tasarım Mühendisi
Infrastructure Engineer,Altyapı Mühendisi
Infrastructure Executive,Altyapı Yöneticisi
Infrastructure Manager,Altyapı Yöneticisi
Infrastructure Network Engineer,Altyapı Ağ Mühendisi
Infrastructure Operations Manager,Altyapı Operasyonları Yöneticisi
Infrastructure Solutions Architect,Altyapı Çözümleri Mimarı
Infrastructure Solutions Engineer,Altyapı Çözümleri Mühendisi
Infrastructure Specialist,Altyapı Uzmanı
Infrastructure Support Analyst,Altyapı Destek Analisti
Infrastructure Support Executive,Altyapı Destek Yöneticisi
Infusion Nurse,İnfüzyon Hemşiresi
Injection Molding Technician,Enjeksiyon Kalıplama Teknisyeni
Injection Moulding Technician,Enjeksiyon Kalıplama Teknisyeni
Injection Technician,Enjeksiyon Teknisyeni
Innovation Engineer,Yenilik Mühendisi
Innovation Manager,Yenilik Yöneticisi
Innovation Specialist,Yenilik Uzmanı
Inside Sales,İç Satış
Inside Sales Account Manager,İç Satış Hesap Yöneticisi
Inside Sales Consultant,İç Satış Danışmanı
Inside Sales Executive,İç Satış Yöneticisi
Inside Sales Manager,İç Satış Müdürü
Inside Sales Representative,İç Satış Temsilcisi
Inside Sales Specialist,İç Satış Uzmanı
Inside Wholesaler,İç Toptancı
Insights Analyst,İçgörü Analisti
Insights Lead,İçgörü Lideri
Inspection Engineer,Denetim Mühendisi
Inspection Manager,Denetim Yöneticisi
Inspector,Müfettiş
Inspector Of Works,İş Müfettişi
Installation Coordinator,Kurulum Koordinatörü
Installation Engineer,Montaj Mühendisi
Installation Manager,Montaj Müdürü
Installation Specialist,Montaj Uzmanı
Installation Supervisor,Montaj Şefi
Installation Technician,Montaj Teknisyeni
Installer,Montajcı
Installment Agent,Taksitli Satış Temsilcisi
Instore Visual Merchandiser,Mağaza Görsel Pazarlama Uzmanı
Instructional Designer,Eğitici Tasarımcı
Instructional Facilitator,Eğitim Yönlendiricisi
Instructor,Eğitmen
Instrumentation And Controls Engineer,Enstrümantasyon ve Kontrol Mühendisi
Instrumentation Engineer,Enstrümantasyon Mühendisi
Instrumentation Technician,Enstrümantasyon Teknisyeni
Insulator,İzolatör
Insurance Account Manager,Sigorta Hesap Müdürü
Insurance Adviser,Sigorta Danışmanı
Insurance Agent,Sigorta Acentesi
Insurance Associate,Sigorta Uzman Yardımcısı
Insurance Consultant,Sigorta Danışmanı
Insurance Executive,Sigorta Yöneticisi
Insurance Manager,Sigorta Müdürü
Insurance Project Manager,Sigorta Proje Müdürü
Insurance Rater,Sigorta Tarife Belirleme Uzmanı
Insurance Sales Representative,Sigorta Satış Temsilcisi
Insurance Salesperson,Sigorta Satış Elemanı
Insurance Specialist,Sigorta Uzmanı
Insurance Underwriter,Sigorta Poliçe Hazırlama Uzmanı
Intake Specialist,Kabul Uzmanı
Integration Analyst,Entegrasyon Analisti
Integration Consultant,Entegrasyon Danışmanı
Integration Developer,Entegrasyon Geliştiricisi
Integration Engineer,Entegrasyon Mühendisi
Integration Lead,Entegrasyon Lideri
Integration Manager,Entegrasyon Müdürü
Integration Project Manager,Entegrasyon Proje Müdürü
Integration Specialist,Entegrasyon Uzmanı
Integrity Engineer,
Integrity Executive,
Intellectual Property Administrator,Fikri Mülkiyet Yöneticisi
Intellectual Property Analyst,Fikri Mülkiyet Analisti
Intellectual Property Assistant,Fikri Mülkiyet Asistanı
Intellectual Property Associate,Fikri Mülkiyet Uzman Yardımcısı
Intellectual Property Attorney,Fikri Mülkiyet Avukatı
Intellectual Property Consultant,Fikri Mülkiyet Danışmanı
Intellectual Property Coordinator,Fikri Mülkiyet Koordinatörü
Intellectual Property Lawyer,Fikri Mülkiyet Avukatı
Intellectual Property Legal Assistant,Fikri Mülkiyet Hukuk Asistanı
Intellectual Property Manager,Fikri Mülkiyet Müdürü
Intellectual Property Paralegal,Fikri Mülkiyet Hukuk Yardımcısı
Intellectual Property Specialist,Fikri Mülkiyet Uzmanı
Intelligence Analyst,İstihbarat Analisti
Intensive Care Clinical Nurse Specialist,Yoğun Bakım Klinik Hemşire Uzmanı
Intensive Care Nurse,Yoğun Bakım Hemşiresi
Intensive Care Unit Nurse,Yoğun Bakım Ünitesi Hemşiresi
Interactive Developer,Etkileşimli Geliştirici
Intercompany Accountant,Şirketler Arası Muhasebeci
Interface Engineer,Arayüz Mühendisi
Interim CFO,Geçici Mali İşler Müdürü
Interim CTO,Geçici Teknoloji Müdürü
Interim Chief Financial Officer,Geçici Mali İşler Müdürü
Interim Chief Technology Officer,Geçici Teknoloji Müdürü
Interior Architect,İç Mimari
Interior Consultant,İç Mekan Danışmanı
Interior Design,İç Tasarım
Interior Design Assistant,İç Tasarım Asistanı
Interior Design Consultant,İç Tasarım Danışmanı
Interior Designer,İç Mimari
Interiors Manager,İç Mekanlar Müdürü
Intern,Stajyer
Internal Audit Assistant,İç Denetim Asistanı
Internal Audit Director,İç Denetim Direktörü
Internal Audit Executive,İç Denetim Yöneticisi
Internal Audit Manager,İç Denetim Müdürü
Internal Audit Officer,İç Denetim Görevlisi
Internal Audit Supervisor,İç Denetim Denetçisi
Internal Auditor,İç Denetçi
Internal Communications Specialist,Dahili İletişim Uzmanı
Internal Control Executive,İç Kontrol Yöneticisi
Internal Control Manager,İç Kontrol Müdürü
Internal Controls Specialist,İç Kontrol Uzmanı
Internal Recruitment Consultant,Dahili İse Alım Danışmanı
Internal Revenue Agent,Vergi Denetmeni
Internal Sales,Dahili Satışlar
Internal Sales Engineer,Dahili Satış Mühendisi
Internal Sales Executive,Dahili Satış Yöneticisi
Internal Sales Manager,Dahili Satış Müdürü
Internal Wholesaler,Dahili Toptancı
International Affairs Specialist,Uluslararası İlişkiler Uzmanı
International Business Development Manager,Uluslararası İş Geliştirme Müdürü
International Business Manager,Uluslararası İşletme Müdürü
International Manager,Uluslararası İşler Müdürü
International Marketing Executive,Uluslararası Pazarlama Yöneticisi
International Officer,Uluslararası İşler Görevlisi
International Organisation For Standardisation Executive,Uluslararası Standardizasyon Yöneticisi
International Sales Executive,Uluslararası Satış Yöneticisi
International Sales Manager,Uluslararası Satış Müdürü
International Sales Representative,Uluslararası Satış Temsilcisi
International Specialist,Uluslararası Uzman
International Student Officer,Uluslararası Öğrenci Görevlisi
Internet Network Specialist,Ağ Uzmanı
Internet Of Things Engineer,Nesnelerin İnterneti Mühendisi
Internet Protocol Network Engineer,IP Ağ Mühendisi
Internet of Things Manager,Nesnelerin İnterneti Yöneticisi
Internet of Things Specialist,Nesnelerin İnterneti Uzmanı
Internship Trainee,Stajyer
Interpreter,Tercüman
Inventor,Mucit
Inventory Accountant,Envanter Muhasebecisi
Inventory Administrator,Envanter Yöneticisi
Inventory Analyst,Envanter Analisti
Inventory Assistant,Envanter Asistanı
Inventory Associate,Envanter Sorumlusu
Inventory Clerk,Envanter Memuru
Inventory Control Analyst,Envanter Kontrol Analisti
Inventory Control Assistant,Envanter Kontrol Asistanı
Inventory Control Clerk,Envanter Kontrol Memuru
Inventory Control Executive,Envanter Kontrol Yöneticisi
Inventory Control Manager,Envanter Kontrol Müdürü
Inventory Control Officer,Envanter Kontrol Görevlisi
Inventory Controller,Envanter Kontrol Sorumlusu
Inventory Coordinator,Envanter Koordinatörü
Inventory Executive,Envanter Yöneticisi
Inventory Management Executive,Envanter Yönetim Yöneticisi
Inventory Management Officer,Envanter Yönetim Görevlisi
Inventory Manager,Envanter Müdürü
Inventory Officer,Envanter Görevlisi
Inventory Planner,Envanter Planlamacısı
Inventory Specialist,Envanter Uzmanı
Inventory Supervisor,Envanter Süpervizörü
Investigation Executive,Soruşturma Yöneticisi
Investigations Manager,Soruşturma Müdürü
Investigations Specialist,Soruşturma Uzmanı
Investigator,Sorgulayıcı
Investment Adviser,Yatırım Danışmanı
Investment Analyst,Yatırım Analisti
Investment Banking Analyst,Yatırım Bankacılığı Analisti
Investment Banking Associate,Yatırım Bankacılığı Sorumlusu
Investment Banking Intern,Yatırım Bankacılığı Stajyer
Investment Consultant,Yatırım Danışmanı
Investment Executive,Yatırım Yöneticisi
Investment Manager,Yatırım Müdürü
Investment Risk Executive,Yatırım Risk Yöneticisi
Investment Share Executive,Yatırım Hisse Yöneticisi
Investment Specialist,Yatırım Uzmanı
Investor,Yatırımcı
Investor Relations Manager,Yatırımcı İlişkileri Müdürü
Investor Relations Officer,Yatırımcı İlişkileri Görevlisi
Invoicing Assistant,Fatura Asistanı
Invoicing Clerk,Fatura Memuru
Invoicing Coordinator,Fatura Koordinatörü
Invoicing Specialist,Fatura Uzmanı
IoT Analyst,IoT Analisti
IoT Consultant,IoT Danışmanı
IoT Developer,IoT Geliştiricisi
IoT Director,IoT Direktörü
IoT Engineer,IoT Mühendisi
IoT Intern,IoT Stajyeri
IoT Manager,IoT Yöneticisi
IoT Researcher,IoT Araştırmacısı
IoT Specialist,IoT Uzmanı
Ios Android Developer,iOS Android Geliştiricisi
Ios Application Developer,iOS Uygulama Geliştiricisi
Ios Developer,iOS Geliştiricisi
Ios Engineer,iOS Mühendisi
Iphone Developer,iPhone Geliştiricisi
Ironworker,Demir İşçisi
Irrigation Engineer,Sulama Mühendisi
Irrigation Technician,Sulama Teknikeri
Iso Coordinator,ISO Koordinatörü
It Project Management Person,BT Proje Yönetim Uzmanı
It Service Management Specialist,BT Hizmet Yönetimi Uzmanı
It Traineeship,
Itsm Consultant,ITSM Danışmanı
J2Ee Developer,J2EE Geliştiricisi
Janitor,Kapıcı
Japanese Translator,Japonca Tercümanı
Java Analyst,Java Analisti
Java Applications Developer,Java Uygulama Geliştiricisi
Java Architect,Java Mimarı
Java Consultant,Java Danışmanı
Java Developer,Java Geliştiricisi
Java Development Environment Consultant,Java Geliştirme Ortamı Danışmanı
Java Development Environment Developer,Java Geliştirme Ortamı Geliştiricisi
Java Engineer,Java Mühendisi
Java J2Ee Developer,Java J2EE Geliştiricisi
Java Lead Developer,Java Baş Geliştiricisi
Java Microservices Developer,Java Mikroservis Geliştiricisi
Java Programmer,Java Programcısı
Java Software Developer,Java Yazılım Geliştiricisi
Java Software Engineer,Java Yazılım Mühendisi
Java Specialist,Java Uzmanı
Java Technical Lead,Java Teknik Lideri
Java Web Developer,Java Web Geliştiricisi
Javascript Developer,JavaScript Geliştiricisi
Javascript Engineer,JavaScript Mühendisi
Jeweler,Kuyumcu
Jewellery Sales Consultant,Mücevher Satış Danışmanı
Jewelry Artist,Mücevher Sanatçısı
Jewelry Consultant,Mücevher Danışmanı
Jewelry Designer,Mücevher Tasarımcısı
Jewelry Maker,Mücevher Üreticisi
Jewelry Manager,Mücevher Şefi
Jewelry Sales Associate,Mücevher Satış Danışmanı
Jewelry Salesperson,Mücevher Satıcısı
Jewelry Supervisor,Mücevher Satış Şefi
Job Coach,İş Danışmanı
Job Controller,İş Kontrolörü
Jockey,Cokey
Joiner,Marangoz
Journal Clerk,
Journalist,Gazeteci
Journeyman,Kalfa
Journeyman Ironworker,Demir İşleri Kalfa
Journeyperson,Kalfa
Journeywoman,Kalfa
Judge,Yargıç
Judge's Associate,Yargıç Yardımcısı
Judicial Intern,Adli Stajyer
Juicer,Meyve Sıkıcı
Junior Account,Genç Muhasebeci
Junior Accountant,Genç Muhasebeci
Junior Assistant,Genç Asistan
Junior Consultant,Genç Danışman
Junior Data Analyst,Genç Veri Analisti
Junior Database Administrator,Genç Veritabanı Yöneticisi
Junior Designer,Genç Tasarımcı
Junior Development Analyst,Genç Geliştirme Analisti
Junior Engineer,Genç Mühendis
Junior Engineering,Genç Mühendislik
Junior Java Developer,Genç Java Geliştiricisi
Junior Programmer,Genç Programcı
Junior Project Manager,Genç Proje Yöneticisi
Junior Researcher,Genç Araştırmacı
Junior Software Developer,Genç Yazılım Geliştiricisi
Junior Software Engineer,Genç Yazılım Mühendisi
KYC Agent,KYC Acentesi
KYC Analyst,KYC Analisti
KYC Associate,KYC Danışmanı
KYC Consultant,KYC Danışmanı
KYC Executive,KYC Yöneticisi
KYC Manager,KYC Müdürü
KYC Officer,KYC Görevlisi
Karate Instructor,Karate Eğitmeni
Kayak Instructor,Kayak Eğitmeni
Keeper,Koruyucu
Key Account,Kilit Müşteri
Key Account Executive,Kilit Müşteri Yöneticisi
Key Account Manager,Kilit Müşteri Yöneticisi
Key Account Officer,Kilit Müşteri Görevlisi
Key Account Representative,Müşteri Temsilcisi
Key Account Sales Manager,Büyük Müşteri Satış Müdürü
Key Account Sales Specialist,Büyük Müşteri Satış Uzmanı
Key Account Specialist,Büyük Müşteri Uzmanı
Key Carrier,Ana Taşıyıcı
Key Opinion Leaders Specialist,Kilit Opin Lider Uzmanı
Keyboard Specialist,Klavye Uzmanı
Keyholder,Anahtar Görevlisi
Kindergarten Teacher,Anaokulu Öğretmeni
Kitchen Assistant,Mutfak Asistanı
Kitchen Cabinet Specialist,Mutfak Dolabı Uzmanı
Kitchen Cleaner,Mutfak Temizlik Görevlisi
Kitchen Crew,Mutfak Ekibi
Kitchen Food Server,Mutfak Servis Görevlisi
Kitchen Hand,Mutfak Görevlisi
Kitchen Helper,Mutfak Yardımcısı
Kitchen Manager,Mutfak Müdürü
Kitchen Porter,Mutfak Hizmetlisi
Kitchen Runner,Mutfak Servis Görevlisi
Kitchen Staff,Mutfak Personeli
Kitchen Steward,Mutfak Sorumlusu
Kitchen Supervisor,Mutfak Denetçisi
Kitchen Utility Associate,Mutfak Yardımcı Görevlisi
Kitchen Worker,Mutfak Çalışanı
Kitchen and Bath Designer,Mutfak ve Banyo Tasarımcısı
Knife Hand,Bıçakçı
Knitwear Designer,Örme Giyim Tasarımcısı
Know Your Customer Analyst,Müşteri Tanıma Analisti
Know Your Customer Officer,Müşteri Tanıma Görevlisi
Knowledge Analyst,Bilgi Analisti
Knowledge Engineer,Bilgi Mühendisi
Knowledge Management Analyst,Bilgi Yönetimi Analisti
Knowledge Management Consultant,Bilgi Yönetimi Danışmanı
Knowledge Management Officer,Bilgi Yönetimi Görevlisi
Knowledge Management Specialist,Bilgi Yönetimi Uzmanı
Knowledge Manager,Bilgi Yöneticisi
Knowledge Specialist,Bilgi Uzmanı
Korean Interpreter,Korece Tercüman
Korean Translator,Korece Çevirmen
Krav Maga Instructor,Krav Maga Eğitmeni
Kubernetes Engineer,Kubernetes Mühendisi
Kung Fu Instructor,Kung Fu Eğitmeni
LLMSW,
LMHC,
LMS Administrator,ÖYS Yöneticisi
LMSW,
LMTS,
LNHA,
Labor and Delivery Nurse,Doğum Hemşiresi
Laboratory Administrator,Laboratuvar Yöneticisi
Laboratory Aide,Laboratuvar Yardımcısı
Laboratory Analyst,Laboratuvar Analisti
Laboratory Assistant,Laboratuvar Asistanı
Laboratory Attendant,Laboratuvar Görevlisi
Laboratory Chemist,Laboratuvar Kimyageri
Laboratory Engineer,Laboratuvar Mühendisi
Laboratory Executive,Laboratuvar Yöneticisi
Laboratory Helper,Laboratuvar Yardımcısı
Laboratory Lead,Laboratuvar Sorumlusu
Laboratory Manager,Laboratuvar Müdürü
Laboratory Officer,Laboratuvar Memuru
Laboratory Scientist,Laboratuvar Bilimcisi
Laboratory Specialist,Laboratuvar Uzmanı
Laboratory Supervisor,Laboratuvar Şefi
Laboratory Technician,Laboratuvar Teknisyeni
Laboratory Technologist,Laboratuvar Teknologu
Laborer,İşçi
Lady Guard,Kadın Güvenlik Görevlisi
Land Surveyor,Arazi Ölçme Mühendisi
Landscape Architect,Peyzaj Mimarı
Landscape Supervisor,Peyzaj Şefi
Landscaper,Peyzajcı
Language Specialist,Dil Uzmanı
Language Tutor,Dil Eğitmeni
Languages Teacher,Dil Öğretmeni
Laravel Developer,Laravel Geliştiricisi
Lathe Machinist,Torna Makine Operatörü
Lathe Operator,Torna Operatörü
Launch Manager,Fırlatma Yöneticisi
Laundry Attendant,Çamaşırhane Görevlisi
Law Clerk,Hukuk Katipliği
Law Practice,Hukuk Bürosu
Law Specialist,Hukuk Uzmanı
Law Student,Hukuk Öğrencisi
Lawyer,Avukat
Layout Engineer,Yerleşim Mühendisi
Lead,Ekip Lideri
Lead Auditor,Baş Denetçi
Lead Database Administrator,Baş Veritabanı Yöneticisi
Lead Generation,Potansiyel Müşteri Bulma
Lead Generation Specialist,Potansiyel Müşteri Bulma Uzmanı
Lead Java Developer,Baş Java Geliştiricisi
Lead Member of Technical Staff,Teknik Personel Lideri
Lead Operator,Baş Operatör
